question,answer,id,source
what is the longitude of Dallas Texas,The longitude of Dallas  Texas is 32 51 N ,030ffc84-7643-4699-b695-ec360dc03391,MSMARCO
what county is Albertville Alabama,Marshall,8f3c80c4-fffc-43d2-a9c7-3250b7baf8f3,MSMARCO
what county is Barboursville West Virginia in,Cabell,962a9f95-a6f1-4b6c-8da7-cf53b9927794,MSMARCO
what county is Queensbury New York in,Warren County,0c0acacb-4bea-4e2c-99de-c6d3969ca1b9,MSMARCO
what county is Gadsden Alabama,Etowah County,558ff695-89e3-4233-8072-2dcdc7f6bc55,MSMARCO
what county is Schertz in,Guadalupe County,d4857129-c510-46ae-84f2-75abca4abd19,MSMARCO
what county is Columbia Maryland,In Howard County ,e073cc46-943f-4ebe-8a22-4d829d061f2b,MSMARCO
what county is Duck River Tennessee in,Hickman County,79a9dc66-9ea0-484c-b12d-805828cf976b,MSMARCO
what county is Granbury Texas,Hood County,85e287a2-08a3-4fc0-b918-d18477279dc2,MSMARCO
what county is Elko Minnesota,Scott County,70b0f184-ad76-44f0-9777-49ee0a297a86,MSMARCO
what county is kyle Texas,Hays,6f55a6e9-d51f-4a31-a12b-781d32d2f105,MSMARCO
what county is Tarkio Missouri,Atchison,3567246b-77cf-4a72-b80f-c7575763e786,MSMARCO
what county is Jacksonville Arkansas in,Pulaski ,edd2bd8e-58b8-4830-a553-390ed2b05eac,MSMARCO
what county is Longview Texas,Gregg,087ec088-b41d-4dd3-b599-f20d11c3f79c,MSMARCO
what county is Richfield ohio,Summit County ,fa3ff182-a3cb-43f0-ab5e-332e984e4821,MSMARCO
what county in Washington is Poulsbo,Kitsap County,de6fdfff-1e28-498a-84df-e41a4a8d5572,MSMARCO
what county is Sanford me,Sanford is in York County  Maine ,753b5fd3-dfe2-4553-98e4-e5a9c86b2a89,MSMARCO
what county is El Segundo California,Los Angeles,8d48b195-363e-458a-8860-95bcebb3daa7,MSMARCO
what county is fuquay Varina North Carolina in,Wake County  North Carolina ,3abbb472-9986-47d9-84e1-9cc2cbf76a6a,MSMARCO
what county is Green Bay in,Brown County,645424af-e992-49e1-818b-0cd61973875a,MSMARCO
what airport is closest to Pasadena California,No Answer Present ,3178005d-74be-4986-8476-d79bba61fb2e,MSMARCO
what county is Lehighton in,Carbon County,d507c9cf-8480-418e-82ff-653270a0a01e,MSMARCO
what county is Greenville Texas,Hunt County,2fa004a5-1d0a-40fb-861d-4140aa916d5c,MSMARCO
what county is Charlo Montana,Charlo is a census designated place in Lake County  Montana  United States ,b0248906-5af2-4434-b0be-a70cc8b983c2,MSMARCO
what building is surgical oncology at Emory,No Answer Present ,18970785-ccbb-44a7-b1e0-0202d206e68d,MSMARCO
what county is Throckmorton Texas in,Throckmorton,e1fc33a7-709a-420e-988d-a4a0bb8de0b2,MSMARCO
what county is Cool Ridge West Virginia in,Raleigh County,5aa788cf-e24b-4c01-8008-23bdadb8f9c6,MSMARCO
what county is Westerville ohio located in,Delaware and Franklin ,330dad2e-67a6-429c-bf69-64f88897f4b7,MSMARCO
what county is North Port New York,No Answer Present ,64a0c84b-dad7-48b2-9181-42066a0746f0,MSMARCO
what county is the Town of Union in Wisconsin,Waupaca county,3175b6de-d5f5-45c3-bb21-63d413323e40,MSMARCO
what county is Blackfoot Idaho in,Bingham,dce81936-3357-467f-a0c4-d9922aeb3384,MSMARCO
what county is Stanley Virginia in,Page County,4b565d18-7021-4410-a752-0d76f864d3ed,MSMARCO
what australian state is known to have the Great Barrier Reef,No Answer Present ,9fccff6a-12c1-46da-b678-d9ea9ee82a36,MSMARCO
what county is Newhall California in,Los Angeles County,b351e054-2c0f-44ed-b691-35a27dcd0046,MSMARCO
what city or town are in Yolo County,Woodland,5e9f6f1b-248e-4d67-8016-bfb8eee533d2,MSMARCO
what county is New London Wisconsin in,Outagamie and Waupaca Counties,84efd3de-a51f-44a9-a995-384ffb1d6645,MSMARCO
what county is mobile Alabama in,No Answer Present ,766ba10a-b9fb-4b1c-97b5-cc7e4da7ca27,MSMARCO
what county is temple New Hampshire in,Hillsborough County,915b46e1-43ff-48aa-8e50-f9aff4515564,MSMARCO
what county is Louisiana Porte Texas in,Harris County,c5787216-a49c-4762-8373-42fc3d6ef396,MSMARCO
what county is Orwell ohio,Ashtabula County ,90df76e0-07dc-4ece-9a12-447f782951a9,MSMARCO
what county is Richland Missouri in,Camden  Laclede and Pulaski ,e736e2bd-2879-4bbc-933a-a1441f333c6b,MSMARCO
what county Palm Beach Gardens Florida,Palm Beach County,e28ab1a7-e01d-4bbe-b7ba-41bb65ad1dc5,MSMARCO
what county is Rialto California,San Bernardino County,76043b35-6baf-4e2b-8f1e-d75b3cb2aee6,MSMARCO
what is a Inner City,Inner city is the older and more populated and poorer central section of a city center  middle  centre  eye  heart ,a80e47f3-6083-4b91-9a5f-71afce287018,MSMARCO
what airport do you fly into for maui Hawaii,Kahului Airport and Kapalua West Maui Airport,0b5aa2df-02cd-4387-94c6-0de1fc69b106,MSMARCO
what airport is closest to Pueblo Colorado,Pueblo Memorial Airport  PUB ,446ad16d-da21-4c37-9ad5-b38906f7566d,MSMARCO
what city are near Danville California,Oakland Fremont San Francisco ,e395d310-10e4-4e4d-b87a-7fc5302d35f0,MSMARCO
what county is Spearfish South Dakota in,Lawrence,86c744a0-b18e-40f4-a68a-6230e31402a9,MSMARCO
what county is Evangelical Hospital in,Cook County,43a4c519-8711-4b8a-ab37-f1b4a2536727,MSMARCO
what county is Chestnut Hill Hospital located in,No Answer Present ,04deda7d-d555-46ec-9f25-de91fac75456,MSMARCO
what aspect of Woodrow Wilson  s Fourteen point was of most interest to colonial region of Africa,No Answer Present ,55ab41f8-02bc-433c-94d0-33dac0c51331,MSMARCO
what continent is Yemen in,Asia,9b8494c7-d521-4f56-a391-63ea0b0222ee,MSMARCO
what county is Davenport Florida,Polk,98fda5ea-4156-4b28-ad2d-86eafa5c9a08,MSMARCO
what are the physical region of Canada,The physical regions of Canada are The Great Canadian Shield  The North  The Plains  The Cordillera and the Great Lakes St  Lawrence Region ,bf652af9-5a5e-4f95-a069-14557de68990,MSMARCO
what county is Port Washington Wisconsin,Port Washington is in Ozaukee County  Wisconsin ,771abff0-46b7-4fdc-9e09-6304033b176f,MSMARCO
what airport is closest to Yosemite California,Yosemite International Airport and Mariposa Grove of Giant Sequoias ,eebe2f20-022f-415b-bf88-d11de5e16c1a,MSMARCO
what county is Millsboro Delaware,Millsboro is located in Sussex County  Delaware ,eb891a10-2f6e-4d84-9ae5-d674fb9699e6,MSMARCO
what county is Reedley California in,Fresno county ,48aa36db-5d37-4ace-9160-2a44d9d4a253,MSMARCO
what county is Santa Rosa Beach in,Walton,229fad62-cbf2-44d0-b1ae-e966f28fe8b5,MSMARCO
what county is Crossville Tennessee in,Cumberland,7e0f056b-c159-44cc-bfcf-c5a2601c90df,MSMARCO
in what Nebraska county is the City of Atkinson located,Holt County,7f821346-b69d-4cf9-a2d0-dcae37d2ed86,MSMARCO
what county is Reedsburg Wisconsin,Sauk,4a9db43c-e800-4100-8971-571b863bf717,MSMARCO
what city is Sturtevant near,No Answer Present ,86716c52-3d29-4bc9-856c-e9cc29c1f8b4,MSMARCO
what county is Woodhull Illinois in,Henry County,0bcff614-af79-40f9-bf0a-de05c404d98f,MSMARCO
what county is Delaware berry Texas,Panola,5d32bfb6-d3c2-49fb-a266-dca3c9f29d2b,MSMARCO
what is the most haunted place in Poland,The cemetery of a German community in Notecka Forest is the believed by some to be the most haunted places in Poland ,5da4e6b1-c3a9-4d11-b6c3-9a5571cb4f5b,MSMARCO
what county is Lithia Florida,Hillsborough,f66c2138-e8e0-4018-866c-55e01dc04900,MSMARCO
what county is Howe Texas,Grayson County,581fa242-1ceb-449c-ad98-8a9df73cb631,MSMARCO
in what county is troy Alabama located,Pike County,c17b3ad2-4953-4f89-99d8-be044ab79fad,MSMARCO
what county is Mount Holly North Carolina,Gaston County,8f5f1279-1631-46df-87b2-a5235140a5f4,MSMARCO
what county is Livingston Michigan,Livingston County is a county located in the U S  state of Michigan ,e48098ea-dbf1-4407-8117-cd5353bbdfc3,MSMARCO
what county is Mesquite in,Clark County  Nevada  United States ,c6bf4695-2db9-46d6-8c42-dff6e174f5a7,MSMARCO
what county is South Hill Virginia,Mecklenburg County  Virginia  United States,3719af5c-5a10-4565-a69a-f5facf5793c4,MSMARCO
what county is Raritan New Jersey,Somerset County,89974495-2178-4e8d-89bd-630f4a42bf25,MSMARCO
what county is Lebanon Tennessee,Wilson County Tennessee,370dce4d-9a6b-4a44-a683-e4fc8e356e4f,MSMARCO
what county is Markham Illinois in,Cook County,ebfb3d9a-0855-4f5e-aea4-a45ca10cce6b,MSMARCO
what county is Pittsboro North Carolina in,Chatham,615277f9-672b-441f-bc1f-f60c816805dd,MSMARCO
what county is Pasadena Texas,Harris County,3f091de1-6c6b-4c68-8777-dacdb5d7d731,MSMARCO
what county is Hungry Horse Montana,Flathead,91765e02-2fa6-47b4-b034-f10dbfff635a,MSMARCO
what county is McMechen West Virginia in,Marshall County,fb2fba37-92c1-4dcf-9d82-6e6c91c08d48,MSMARCO
what county is newark California in,Alameda,245b497d-7bb8-4633-b37b-504b895e8fae,MSMARCO
what county is Blacksville West Virginia located,Blacksville  West Virginia is a town in Monongalia County ,58aa637a-10bf-4e23-b97c-233a39d099c6,MSMARCO
what county is Northridge California,Northridge  California is in Los Angeles County ,b334a863-d87b-4b72-bf52-14e474759456,MSMARCO
what county is Greenville Illinois,Bond County,bc64d33d-6dde-4f84-bdab-370eea18a6d2,MSMARCO
what are The Islands of India,There are two groups of islands the andaman and Nicobar Islands in the Bay of Bengal  and the Lakshwadeep and Minicoy Islands in the Arabian Sea ,86dee37e-89e1-47aa-95d8-3f65da91613b,MSMARCO
what county in Maryland is Bowie in,Prince George s County,e88b5a61-66d6-4a60-b594-8acb928bd37c,MSMARCO
what county is Nome Texas in,Jefferson County,0410dcf2-790d-45f5-8403-8ed10f7f1f08,MSMARCO
what is the name of the desert located in southern Chile,The Atacama Desert is the name of the desert that located in southern chile ,254f75aa-0bf4-49a5-8b7e-42db3a735f48,MSMARCO
what county is Holt Michigan in,Ingham County,1be242b2-d73b-4446-9477-8294f8038094,MSMARCO
what county is Sonora in,Tuolumne,cccaafe9-ccd7-4a14-8ab7-a97682b6802a,MSMARCO
what is the name of The Gorge in Georgia,The name of the gorge in Gorgia Tallulah Gorge State Park ,1b0dceb1-de83-4652-bdb3-555570b3f9f5,MSMARCO
what county is Lake Forest Illinois located in,Lake County,9aa1f123-2226-4aee-bad8-463329574b17,MSMARCO
what county is Shafter California in,Kern,6715190a-ab96-4a00-84ee-ad3792d15254,MSMARCO
what is the name of The Mall in Wausau Wisconsin,Wausau Center is an enclosed shopping mall in downtown Wausau  Wisconsin ,f17ece48-90e0-452c-9d4c-80d4539c6a7c,MSMARCO
what county is Freeland Washington in,Island County,0175f7e0-93d3-460e-a206-6153beeba118,MSMARCO
what airport is near Lynchburg Virginia,Lynchburg Regional Airport ,319b0c6d-a301-407c-83e4-0c49397c3095,MSMARCO
what county is Asheboro North Carolina in,Randolph County,51f4c3f8-d84c-4f68-a0b6-916165e16722,MSMARCO
what county is LaFollette Tennessee in,La Follette is in Campbell County  Tennessee  United States ,0de1246e-e7ba-4660-98d7-e33449bdeabd,MSMARCO
what is the name of the osf hospital in Danville Illinois,Franciscan Sisters of the Sacred Heart is the name of the OSF hospital in Danville  IL ,98876f8f-b149-435a-97ad-9ecc39c9cf98,MSMARCO
what city is Los Altos in California,A city at the southern end of The San Francisco  peninsula in The San Francisco Bay ,3d56b1c0-ee4e-4aca-a0e1-92db700a6abd,MSMARCO
what county is Weeki Wachee,Hernando,b00c481d-6645-4590-970c-f299513b97d3,MSMARCO
what county is Gravois Mills Missouri,Morgan County,cb290058-7ae1-48b7-bf70-b259492ecb19,MSMARCO
what county is Saint Petersburg,Pinellas County,330ec5ec-a5ef-408a-aded-75faa9a85f05,MSMARCO
what city is Apo,Kidapawan,6d4e2ec8-4ddd-419c-a4c9-bdb2f20babbd,MSMARCO
what beach are near Sugar Bay resort in St Thomas,No Answer Present ,c3834c03-3f4f-437e-a0fc-b80fb521c9e5,MSMARCO
what county is Guilford New York,ln Chenango County,6883e101-9991-4d5b-912d-62c6a246446f,MSMARCO
what county is Bonita Springs Florida,In Lee County ,2ce4eaac-7edf-4369-9b4f-1e24c4b8cc2c,MSMARCO
what county is roberts Illinois in,Marshall County ,d544474c-0bf0-47d8-8bcc-199da6c87b67,MSMARCO
what county is   New Richmond Wisconsin,St  Croix County,c9fb5ad8-8fe8-4140-9bbd-171ea13145ff,MSMARCO
what county is Lake Panasoffkee Florida in,Lake Panasoffkee is in Sumter County  Florida  United States ,ca7cf1f3-af71-40de-af7d-58a66401920b,MSMARCO
what is the nearest airport in Wilshire boulevard los Angeles,The nearest major airport is Los Angeles International Airport in Wilshire boulevard Los angeles ,989de6b5-7695-4c91-b1ea-0f36cd60e41f,MSMARCO
what body of water separates Baja California from mainland Mexico,The Gulf of California,ef3d0004-2a01-49f7-8fad-6f97c7758a7f,MSMARCO
what county is Laurel Maryland in,Prince George s County,ebb8a834-3474-4a47-890f-1b3899688e3b,MSMARCO
what county is Ellensburg Washington in,Kittitas County  Washington  United States ,85ea297c-15ec-4d5e-b178-742283b91466,MSMARCO
what county is East Chicago in in,East Chicago  Indiana is in Lake County ,f0d840c9-b561-4c58-bcaa-170e8a199bb4,MSMARCO
in what county is the Miramonte Conservation Camp,No Answer Present ,90d54f1e-8bb8-4eb0-bc21-dc1a4638f895,MSMARCO
what county is Vermillion South Dakota,Clay County ,13eb5a35-962d-4842-9784-c6dffbc4cc42,MSMARCO
what county is Colbert Washington,Spokane,26bb8f15-4cd8-44b5-8931-9a0c4cdcda50,MSMARCO
what county is Rio Grande valley Texas in,Starr County,5ce775af-5347-4b75-9708-d55887a85014,MSMARCO
what airport is close to Elma New York,Buffalo Niagara International Airport,7b0ce3d7-421a-4b40-a304-cca9b326fc00,MSMARCO
what county is Lakeland Regional Medical Center in in Florida,Polk County,5e2bd67d-0fd5-466f-a0e0-f918d649fe6d,MSMARCO
in what county is Eagle Pass Texas,Maverick,b11b6e61-fd3a-4e89-81a5-2abf92625b7e,MSMARCO
what county is Twin Lakes Wisconsin,Twin Lakes is located in Rome Township of Adams County  Wisconsin ,2084acdc-3508-4849-81fb-1b9b52a168a9,MSMARCO
what county is Pascagoula Mississippi,Jackson County,de84a25d-f71b-4b6e-9be0-aeb7c7c392cd,MSMARCO
what county is Greenwood in,Greenwood is in Clark County ,8da906c9-8db7-46ea-b2dd-c40c0199f57e,MSMARCO
what county is Nacogdoches Texas in,Nacogdoches ,a300f2ce-15fb-4aea-8894-32e57229eb01,MSMARCO
what is the official state of Illinois Mascot,No Answer Present ,581e6d95-afa1-4047-bdb8-68b04deb595c,MSMARCO
what county is Orange Beach Alabama in,Baldwin County,bb30eb80-c2e7-49fb-a7fd-22fdc233ee3c,MSMARCO
what county is Morristown Minnesota in,Rice County,32808e4a-cbf9-472d-a0cd-badbe3caff0e,MSMARCO
what county is Appleton Wisconsin in,Outagamie  Calumet  and Winnebago counties ,08793662-5f4e-4c4a-991a-c3ef3ebd17e4,MSMARCO
what county is Clemson South Carolina,Pickens County,c628717d-18bf-46fc-b534-56b524258a69,MSMARCO
what county is Weiser Idaho in,Washington County,57ba26e2-37eb-4860-b1de-8228917f1340,MSMARCO
what county is Northglenn Colorado,Adams County,4c426b86-af8b-4ccc-85cd-2d561e293577,MSMARCO
what county is Orange City Florida in,Volusia,90c2aa13-9aea-4d76-898a-89d0513a4d45,MSMARCO
what county in nys is Deer Park,Deer Park is in Suffolk County  New York  United States ,973df4ef-be53-4a33-84f1-7f3fa1ea503c,MSMARCO
what county is Dansville Michigan,Ingham County,f848a863-850d-4f6e-8b05-01fcf8117cec,MSMARCO
what country is Belarus in,Belarus is a landlocked country in Eastern Europe bordered by Russia to the northeast  Ukraine to the south  Poland to the west  and Lithuania and Latvia to the northwest ,444cccc0-cde3-488f-839e-6d0aa8211b5b,MSMARCO
what county is Tylertown Mississippi,Walthall County,20e1e6c5-ef7d-4ccb-948d-fc325a87a3cd,MSMARCO
what county is Aventura Mall in,Aventura Mall is in Miami Dade County ,aa5beab1-f6a2-4c2c-a9e4-095b78ca0cb1,MSMARCO
what county is in Broadview Heights ohio,Cuyahoga County,4af03e6d-92dc-44c0-bf4e-88e8300c703c,MSMARCO
what county is Magdalena New Mexico in,Socorro,e128dd5e-2716-4536-8728-6d93f4e80b6a,MSMARCO
what county is Bath Springs Tennessee in,Decatur County,d459c4c6-fd64-40f7-8194-5131cdff6f8b,MSMARCO
what county is Matthews North Carolina,Mecklenburg County,ab263d9e-1ad6-46ee-8b11-8dd9aabd39de,MSMARCO
what county is kyle Texas,Hays County,e890b138-1769-41f9-bf85-331a35520467,MSMARCO
what county is Alameda California,Alameda County,b82ede6b-bc88-4eb0-8113-e3d8170bd7b8,MSMARCO
what county is Smyrna Georgia in,Cobb,ac902bc2-d0f0-42be-aeea-a231192bd836,MSMARCO
what county is warren New Jersey,No Answer Present ,15481056-2706-476b-b2f4-70dc246d23b4,MSMARCO
what county is Riverton Illinois located in,Riverton is in Sangamon County  Illinois  United States ,8d207817-06fb-474d-a860-0370e147ba53,MSMARCO
what county is the closest to Duval County in Florida,No Answer Present ,fa176f3b-c79b-43df-844d-2edfc1133ff8,MSMARCO
what area code is 226 in Canada,The 226 area code belongs to the Ontario  ON  province of Canada and some of the locations covered are Guelph  Windsor and more ,546497a5-b061-4010-9491-344ce720bf7c,MSMARCO
what county is Copperas Cove Texas in,Coryell County,0e73e818-b4dd-4ed5-b27d-5092c7fea212,MSMARCO
what county is Santa Rosa Beach Florida,Walton,c3f43a0a-8147-41b7-a208-70d46b2ae527,MSMARCO
in what county is Paynesville Kentucky,Meade County,02a40259-0800-4cc0-a4d1-137b0bc09095,MSMARCO
what county is Taylors South Carolina in,Greenville,54dfaeac-257d-460c-b1d9-c83c9948d0be,MSMARCO
what county is Rockport Texas,Aransas County,c45db701-73a4-46b2-8cf0-5c3bac5d46c5,MSMARCO
what county is wellington Colorado in,Larimer County,27c60dbf-45e1-4852-b9e7-fd9b345c09e0,MSMARCO
what Houston County is the Houston Zoo in,Hermann Park in Houston  Texas  United States ,54e62149-475e-4d5c-85a2-7c35684af8b4,MSMARCO
what county is brandon Mississippi,Brandon is in Rankin County  Mississippi ,cc0cdd18-e159-4dd2-853f-31057ae42afe,MSMARCO
what county is Camden South Carolina in,Kershaw,853a08bd-dca7-4bd3-9122-40902385ec07,MSMARCO
what county is Gladwyne,Montgomery County,ee7366a8-3024-441a-ae08-77f48de9cca4,MSMARCO
what county is Louisiana crosse Wisconsin in,La Crosse,51e052e3-db48-411a-9e47-34855c6fca03,MSMARCO
what county is Fitchburg Wisconsin in,Dane County,86aad495-9e2a-41bf-be51-2af88ff4e557,MSMARCO
what county is Carmine Texas in,Carmine is located in Fayette County  Texas ,f57882d6-e0a3-42c2-9eae-ab05f6b4e40c,MSMARCO
what county is Richland Michigan,Kalamazoo,0e325ce5-9355-4aa5-a746-dcf5f70642b4,MSMARCO
what county is Waseca Minnesota in,Waseca,17d1640d-0cd8-4685-8703-cf22f8ac410a,MSMARCO
what county is Worthington Minnesota in,Nobles,0a6f997b-5c42-4314-b502-7442ad444ef4,MSMARCO
what county is Bastrop Texas in,Bastrop is a city and the county seat of Bastrop County  Texas  United States ,d488490b-b8b6-4f0e-81da-7994e60b7f33,MSMARCO
what building code does City of Nacogdoches use,No Answer Present ,f7134192-0d8e-46a2-93d2-27da5d91f082,MSMARCO
what continent is Bangladesh in,Asia,b25ca512-7490-4102-95f2-629b8ca964bb,MSMARCO
on which island is Mount Fuji located,Honshu in Japan ,dad4608e-803f-4cf8-9874-211383eed4a5,MSMARCO
what county is Washington Michigan,Gratiot County,8ab6afd8-8ea2-4986-a9b7-b1f7aa6a00b6,MSMARCO
what county is Holt Michigan in,Holt Michigan is in Ingham County ,7d79bfb3-a0bc-4129-a8f4-03090b6f231a,MSMARCO
what airport is near Apalachicola Florida,Tallahassee Regional Airport ,c3890bad-4b14-4bd6-87e5-f4f2ec52e5bf,MSMARCO
what county is Marshville North Carolina,Marshville  North Carolina is located in Union County ,308f1f8f-bc3f-461a-8c30-893f837bc459,MSMARCO
what county is Dublin Georgia in,Laurens,2c2747c9-a359-4803-ae8c-41571f4f2238,MSMARCO
what county is Cleveland Utah,Emery,ce1c3aa1-9e72-42b6-a9c1-8e2c34fd883e,MSMARCO
what city is Victoria Falls located in,Victoria Falls is a town in the province of Matabeleland North  Zimbabwe ,c7fa6dba-eae0-43b3-84dc-b7c75a3bdf9b,MSMARCO
what county is Howes Cave New York in,Schoharie County,ff9df277-23eb-4bec-8b94-c71a5113541d,MSMARCO
what county is Pismo Beach California,San Luis Obispo County,355f6f29-f393-47aa-a031-b8e5f125fcef,MSMARCO
what county is Cortland Illinois,DeKalb County,426289ca-e43e-4a66-aed7-0814db3e1fdd,MSMARCO
what city is Denver North Carolina close to,Gastonia and Charlotte ,e556a08d-3926-4bc7-92db-07d35db72e60,MSMARCO
what county is Minong Wisconsin,Washburn,fd30c0bb-0ade-4272-8203-06e5c653d2a1,MSMARCO
what county is Oregon Illinois,Ogle County,0f1f828a-7bf7-4f81-9c91-6475a7009657,MSMARCO
what county is Lucan Minnesota in,Redwood,3a298eab-b12d-4e16-ae0c-58c39e60fad8,MSMARCO
what county is Eli,Eli Lilly is in Somerset County ,f52d0a56-c34c-45e6-a4b1-50d82c3df09b,MSMARCO
what county is Portland Texas in,Nueces and San Patricio ,9392b8cd-f06c-4132-863e-dcf8e4a22444,MSMARCO
what county is Tifton Georgia in,Tift County,1fcd6213-57ba-4c02-95f2-fd024e3fdecf,MSMARCO
what county is sussex Wisconsin in,Waukesha,75c96ad8-88c9-438b-a24d-5974b7befc67,MSMARCO
what city is in Central Valley,Fresno and Sacramento,c66e128d-a9cf-441e-9501-32b1352372c3,MSMARCO
what is the province of Joliet Illinois,No Answer Present ,dbdd346a-6878-4f6e-a5b3-773904e0eee6,MSMARCO
what county in nys is Caroga Lake,Caroga is a town in Fulton County  New York  USA ,822d1392-1cc7-4b2d-9206-60f29c1e4a2e,MSMARCO
what county is Georgetown Idaho in,Bear Lake,58898ca3-f0d2-4fc9-939e-8f199d5e6f91,MSMARCO
what county is Shreveport in,No Answer Present ,f871fb5c-6387-4961-b79c-e215bd6caed3,MSMARCO
what county is seven Texarkana Texas,Bowie,5428815f-3d6a-4319-9613-616021668b40,MSMARCO
what county is princeton Texas in,Princeton  Texas is in Collin County ,760c886b-3958-48d1-b4f0-a5bf1f53b9b8,MSMARCO
what county is Wylie,Collin County,1791a7cc-5f4f-4ced-a936-da1fd4da7fd8,MSMARCO
what county is allen Texas,Collin,3b384343-9413-42a9-b6db-79c28363e5c6,MSMARCO
what county is Rhinelander Wisconsin,Oneida,dd85b585-dd49-456a-9d76-b50be70b6501,MSMARCO
what county is Bronx New York in,Westchester,4c81d637-b2cf-4e33-9341-7cd4b3bf6d9e,MSMARCO
what county is Barling Arkansas in,Sebastian,d1281a88-9c1c-4232-ac22-4f0b2888f38f,MSMARCO
what city is Antelope Canyon in,Arizona,49aec22e-b19a-4c56-8c2e-b51644566e6e,MSMARCO
what county is Lebanon jct Kentucky in,Bullitt County,464c6348-1388-4a30-8347-b57d2486d44f,MSMARCO
what county is Moultrie Georgia located,Moultrie is located in Colquitt County  Georgia ,274df7a0-813b-4a23-8597-cb93e269d7ed,MSMARCO
what county is Veblen South Dakota in,Marshall County,735717f5-2266-4609-9efe-19831894069a,MSMARCO
what county is New Brunswick New Jersey,Middlesex County,dbd25b2d-e33e-4c88-aab2-05fdd34bb16e,MSMARCO
what county is Gardendale Alabama,Jefferson County,06ee0d53-5614-44a7-940c-d5ab98e61810,MSMARCO
what county is Morro Bay California,San Luis Obispo County ,c60cb63a-308d-49c2-b300-1a28b594ce77,MSMARCO
what county is spring Texas,Harris,417a9768-bcef-460d-9b48-0bff4cb81c3e,MSMARCO
in which city does The White Nile meet the Blue Nile,Khartoum,808d9868-07c7-41f8-bf3c-9e8950a5a9f6,MSMARCO
what county is Ahoskie North Carolina,Hertford County,dcc05960-0018-4a31-b170-f4a5dfed51eb,MSMARCO
what county is Milwaukee Wisconsin in,Wisconsin,f7a2604e-2b05-4d39-bd99-b23927dbaac2,MSMARCO
what city is Huffman in,TX City,4a075c68-2460-48cc-bbf6-cd1bf59d3b84,MSMARCO
what county is Fort Sill Oklahoma in,Comanche,66c6d938-89cb-44cb-a907-f8534ac3cc09,MSMARCO
what county is Mulliken Michigan in,Eaton,4b45f06b-e134-493d-aa00-281bad332b35,MSMARCO
what county is Granger in in,St  Joseph County,b8cfffb1-82ab-45c4-b91b-e94085f4dd0b,MSMARCO
what city are the Redwood trees in California,Crescent City,c05932b1-f5ca-4cd9-be37-8cfc56ba982e,MSMARCO
what county is Wrenshall Minnesota,Carlton,9ac49453-305c-4bad-910d-1298111f5e30,MSMARCO
what county is cardiff Maryland in,Cardiff is located in Harford County  Maryland ,0c8c339f-e227-4b7e-94e0-097c2de5b045,MSMARCO
what county is only Tennessee in,Hickman county,5b878a33-ec3a-435e-a45c-57ffa97de1cc,MSMARCO
what county is Jacksboro Tennessee,Campbell,e2f45957-b915-4c14-bbe1-1833e2b27cc4,MSMARCO
what city is Fort Belvoir located in,No Answer Present ,34d15e94-175c-4135-8d34-7e6bb8d1906a,MSMARCO
what are the names Four States that border Mexico,There are four states that border Mexico California  Arizona  New Mexico and Texas ,b5deed4d-7bbc-4030-a052-54b55e130bbe,MSMARCO
what county is Saratoga Springs New York,Saratoga County,bdad9196-7152-43ef-ad60-c9b4e0f1046a,MSMARCO
what county is Alton New Hampshire,Belknap County,7e1e1e41-58bf-4abb-a4e0-feded89ccd29,MSMARCO
what county is Carlsbad in,San Diego,7645cd20-e1ad-4f26-8cf8-d2a51c3fa0d0,MSMARCO
what county is Sandia Texas in,Jim Wells County,d7af7023-5752-4b75-bec6-2063cc380074,MSMARCO
what county is suny Plattsburgh in,SUNY Plattsburgh set in a small city on the shore of Lake Champlain  between the Adirondacks and Green Mountains ,4465639c-ce69-4dee-bae2-b3b3fb8f6ea4,MSMARCO
what county is Van Alstyne Texas located in,Grayson County,21ba4374-f2d5-472a-a21d-67b411c1c4a3,MSMARCO
in which state is Srirangam located,Tamil Nadu,47e89d5e-bb66-4438-8786-c07ae6fe97df,MSMARCO
what county is New Baltimore Michigan in,Macomb County,f1bd27dd-4c59-4e82-bb30-c945c0086314,MSMARCO
what county is Cupertino California,Santa Clara County,c676f02e-14e8-45bc-8cfd-0c887c67e094,MSMARCO
what county is Rego Park New York,Queens County,3817ad6c-9689-4ffc-aed8-79b61741bd86,MSMARCO
what county is ray North Dakota in,Williams County,8d8ecee4-4eaf-40fc-99a1-340167f5982a,MSMARCO
what era were the Hudson Bay Lowlands formed,The Hudson Bay Lowlands are a vast wetland located between the Canadian Shield and southern shores of Hudson Bay and James Bay ,e45ca06d-e388-44f8-9304-d2449a770abf,MSMARCO
what county is Washington Monument State Park Maryland,Washington Monument State Park is in Washington County ,5b5c4748-4e80-4d7c-8160-8bf0f066898d,MSMARCO
what county is Thornton Colorado located in,In Adams County,f34b7b07-4169-498c-a917-51547ba7e2eb,MSMARCO
what county is Tukwila,King County,82bb98e5-6bb8-4e3d-adf3-9223d41b0a69,MSMARCO
what county is Vassalboro Maine in,Kennebec County ,e23a369e-683c-4796-8dd4-78c9dc4240f7,MSMARCO
what county is Del Rio Texas,Val Verde County,f656087d-2171-4298-b4cc-ed47ff467a5d,MSMARCO
what county is Summers Arkansas in,Washington,f96b7814-c28f-4afd-a26b-50214ad76f70,MSMARCO
